mel77,mel80,mel65,mel72,mel63,mel52,mel87,mel76,birthplace
2.3910915353625196e-05,0.0002760611999962,3.985062393769377e-05,0.0001612159169007,3.732878815202846e-06,0.0004214751085156,7.605238910218411e-06,2.104240041027508e-05,morocco
1.3316721080632686e-05,0.0001174600754063,8.004766625891035e-07,6.705366996252114e-08,9.916339672039755e-07,8.457714833273989e-05,2.2921417253069067e-05,1.858148367713585e-05,morocco
1.7589130484644323e-05,7.816637776508213e-07,6.294474416815014e-07,1.634852723152683e-06,3.799657624481421e-05,2.814414133530097e-07,1.75708524371149e-05,4.057691007297486e-06,egypt
1.7615117013756154e-05,1.0759520055686806e-06,8.306670844763208e-07,1.8753313786634976e-06,3.842238885429419e-05,5.185366455847871e-07,1.7871745718992662e-05,4.266267604027401e-06,egypt
3.4275060236401504e-06,8.669673014825609e-07,2.466866376617996e-05,8.809131845611551e-07,4.614614589663447e-08,5.7873086133218734e-08,3.599938002308849e-06,3.693842672903671e-06,egypt
9.49637393618012e-06,0.0003544842565765,6.601765144442913e-06,0.0006175798453484,1.148169716153593e-06,9.89031097573038e-05,4.239026467910165e-06,1.260597184563898e-05,iran
1.2514030551245306e-05,0.0003600261267596,1.045777069755736e-05,0.000616564688533,4.605063527010533e-06,0.0001033223479755,7.131531211462446e-06,1.593589744379813e-05,iran
1.924486241436493e-05,7.144931599836587e-05,3.120810044998785e-07,1.2055844507689893e-05,2.111154922075047e-06,5.908155747659359e-06,3.1872637310608096e-06,2.667157200771152e-05,iran
8.674359594436517e-06,3.516034611323871e-05,8.819620201853568e-07,0.0001522074801918,1.8417538375008864e-06,2.184552811067153e-09,4.066442481731933e-06,2.910076722594755e-05,russia
9.121651979534998e-06,3.550456185237781e-05,1.491846133817283e-06,0.0001535058502093,2.2924332977729144e-06,5.573966551525937e-07,4.460437679200902e-06,2.98358734310706e-05,russia
1.5011199994941588e-05,3.36994706633608e-05,9.182506749679424e-07,3.491634142110831e-07,3.0876126900160923e-06,2.1176202596287773e-06,3.5242632271851225e-07,9.094392546159945e-06,russia
0.0003355784353514,0.0002939124258896,1.676803276523072e-06,4.109069886039799e-07,2.046671205795996e-06,2.540060201059298e-05,7.478010703294033e-06,0.0001700056040769,turkey
0.0003369414890271,0.0002927277512198,2.4972351803835028e-06,1.2120837705296273e-06,2.7120369551172564e-06,2.623965396365956e-05,8.197968222441005e-06,0.0001710138501918,turkey
1.350317582152142e-06,2.922652708357811e-07,6.079847152622577e-08,1.7355242637414824e-06,6.078171425178348e-07,1.085674328525924e-06,2.288340410909857e-06,3.9171431901252825e-07,turkey
3.292760642250434e-05,1.8073218234517945e-05,4.030635956603108e-06,1.1725679651051503e-05,2.312550015736405e-06,1.4221833431976545e-07,2.1448738990695934e-06,5.091037825952175e-06,belgium
3.2875093583915166e-05,1.8170408148102132e-05,4.349634455988388e-06,1.1959807678109474e-05,2.40363734972566e-06,3.837326088010853e-07,2.263757703620348e-06,5.406470280699137e-06,belgium
2.7370783127162465e-06,2.1226157155515906e-06,1.1281678062550778e-06,1.4353397778929788e-06,3.017772452231341e-08,5.6359764791268845e-08,8.425755179667723e-06,9.659171200050623e-06,belgium
2.008491336366447e-05,3.213071829479125e-05,5.192858131319368e-07,1.3450190973829068e-07,1.137593156932365e-07,5.283053539810426e-07,6.574038597286781e-06,1.535151999192258e-05,brazil
2.38529658479647e-05,3.660917912913773e-05,4.5915341615260944e-06,4.167465591394114e-06,3.57082129419545e-06,4.403213936331754e-06,1.042025599669321e-05,2.019893491553125e-05,brazil
1.7213056219220742e-06,5.242316701404455e-06,2.0577856289427867e-08,5.2746012125931795e-08,2.983524242755138e-07,1.671609468164607e-08,8.389063201793253e-06,3.1698910788157613e-06,brazil
7.088997786978647e-05,0.0001495110966901,0.0001123278206051,3.6902451498484937e-06,1.67603401783944e-06,5.646494532168321e-05,0.0001767391626161,2.593183514458766e-05,
7.236476379929081e-05,0.0001516595154626,0.0001111710840227,4.419407270598429e-06,2.6068744145808432e-06,5.826426539935043e-05,0.000177454039104,2.7076548213393145e-05,
8.384585094063474e-07,2.478424098810349e-06,9.377789727184916e-07,5.818542120256406e-07,2.638105668344112e-07,2.2474665779029017e-05,2.5379329710258165e-05,1.825398682446956e-06,
6.516743542460434e-06,5.640030987016757e-05,6.676223924377727e-06,0.0001019828223996,1.6859000920804112e-05,0.0001345053883027,1.881487032354984e-05,4.33201428095023e-06,canada
6.621015083363165e-06,5.631113094106819e-05,6.723797970754831e-06,0.0001019094512496,1.6858578343017225e-05,0.0001347729342136,1.888932283177975e-05,4.3601788060725846e-06,canada
6.04711013373982e-06,5.47649476643079e-06,2.9260538399387024e-06,2.983126986532862e-05,7.493330750868607e-07,3.04858383355909e-05,1.2863174400021856e-06,8.77800626439816e-06,canada
0.0001424203424768,0.0001553264501545,0.00014438725471,0.0004295359039334,0.0003894903377634,6.416633413469629e-05,1.7092275989135545e-06,0.0001168849158138,south korea
0.0001421857852691,0.0001552280538314,0.000144259004147,0.0004289328647264,0.0003895501160241,6.40412503407813e-05,1.7355553344334186e-06,0.0001169995674263,south korea
0.0001054219422106,0.0001603420627318,0.0001088384231354,2.513727440530408e-06,2.902393295468772e-06,1.746210773770026e-06,2.0899653495537952e-08,0.0001454099489291,south korea
8.40480702934756e-05,1.3565269168131314e-05,4.176349125468826e-06,0.000449638656379,3.524974250302407e-05,8.689205621756192e-06,4.3227104953069576e-05,0.0008281857276406,saudi arabia
8.878173326849409e-05,1.7539831408149882e-05,9.352877836124712e-06,0.0004554926228056,3.90670666500328e-05,1.244769314423879e-05,4.57654157177746e-05,0.0008287566711852,saudi arabia
6.280028730497692e-05,1.4308627042464745e-06,3.58259670495133e-06,0.000230267268332,1.0000778698282246e-05,3.290182103595699e-06,1.827134445322912e-06,0.000102993217667,saudi arabia
2.5230948839867056e-05,7.952403379013258e-07,1.964624079111486e-06,1.3893997767654337e-05,9.900770005280785e-05,5.9236775775110884e-08,1.6392836678816146e-05,7.800897493474741e-05,bulgaria
2.5365165914410396e-05,8.441618966339169e-07,2.026920954149562e-06,1.3953389032654032e-05,9.923018990543084e-05,1.2293045006758626e-07,1.6348584878640223e-05,7.793325020000058e-05,bulgaria
2.025574067772798e-05,3.331825285508843e-06,7.293767900466175e-05,1.2428861539038526e-06,2.6519997508234642e-08,6.681002460582686e-09,9.042978314178845e-06,2.760343285117423e-06,bulgaria
1.329221168407791e-06,4.108497376526735e-05,0.0003366324488205,3.228589185955293e-06,5.547896314653414e-06,7.713035494056876e-05,4.7414329131666776e-05,1.0606807644755348e-06,indonesia
2.205287241809353e-06,4.170654060161402e-05,0.0003369104517035,3.733281419665222e-06,5.930633222946155e-06,7.751788334272004e-05,4.761020526672526e-05,1.6545370856789945e-06,indonesia
5.410232112131366e-07,3.029236480913942e-07,1.166513834689677e-05,1.527032787025797e-06,0.0001224048493142,0.0002804696385344,1.3863951359344992e-05,1.8360635651293274e-07,indonesia
2.568372914588712e-05,3.457078804598869e-05,0.0003279493939777,3.788766465929539e-07,1.000815984530558e-05,1.0187392325786285e-05,1.04328837550589e-05,2.2392422562885892e-05,usa
2.8739604353192152e-05,3.750825932903727e-05,0.0003282228046083,3.202005800384501e-06,1.2576622321589742e-05,1.3399945081415624e-05,1.3609594351997194e-05,2.634507291044116e-05,usa
3.3764577750417558e-06,3.168041165227356e-05,2.1288623500786625e-05,9.801361833949033e-07,4.7578502389306816e-05,2.636781051993772e-05,1.167202259951645e-06,1.573123017896021e-06,usa
3.849463755591836e-06,1.2598907886790617e-06,5.518193570239757e-05,1.98169806545628e-06,3.950407756283021e-05,2.807516026502402e-07,8.741817650324784e-05,2.4853003252703305e-06,india
3.904747244098865e-06,1.3569482809177194e-06,5.520490591988876e-05,2.07825271393056e-06,3.98147331185566e-05,3.41622446058344e-07,8.740317760050866e-05,2.558829798513137e-06,india
1.3951753983330626e-06,1.695057762748379e-06,3.8144225787314784e-06,5.816994887545507e-07,3.7961357098590775e-06,7.94650779888184e-06,3.067018304818564e-06,4.723181198774175e-07,india
3.18324648642408e-07,1.0559143084812424e-05,1.902851679857144e-05,2.493653747737357e-06,9.50246862452853e-07,3.747310787711899e-07,8.930214832410414e-06,1.0884642022339217e-06,usa
4.208794685060878e-07,1.0658324865581171e-05,1.904745231354392e-05,2.617203588708716e-06,1.0334157680048249e-06,4.4238046702507246e-07,8.938481180793744e-06,1.1825426424816083e-06,usa
7.87794171829368e-07,6.993413952876721e-07,1.5074962459925388e-06,5.33903905282343e-08,1.9958259026004686e-07,3.143801190970025e-06,1.820760296020088e-06,1.3476494983717277e-07,usa
2.7643854653242186e-05,0.0004452039827799,7.553185928111156e-07,1.463831001363616e-06,5.350698121994642e-06,1.86881229504982e-05,4.983856258795729e-06,2.323725261386484e-06,belgium
3.109599163650694e-05,0.0004485582781042,4.668146709612232e-06,5.16768485369372e-06,8.836350481467836e-06,2.2592286950868025e-05,8.617623182712928e-06,6.1541379579698845e-06,belgium
2.719282116651053e-07,3.277027422930958e-05,8.690745993480762e-07,2.372736516792784e-05,1.146921885894239e-06,9.584072095743396e-05,3.907613910493472e-06,1.0556868328715988e-06,belgium
3.5886504529239165e-08,1.2900275049160784e-07,9.018384680616724e-06,2.909337548548858e-07,3.706167979572046e-05,1.2101561513664863e-05,4.695966986467772e-07,4.879070514287599e-07,serbia
4.61993990905189e-07,5.773110511959352e-07,9.318543848079451e-06,7.221370640708344e-07,3.74071480813792e-05,1.245415950455522e-05,8.798095768020921e-07,9.223167767964155e-07,serbia
1.806855337542581e-07,4.941516351588671e-08,5.870395168187476e-05,3.6279456179341272e-06,9.680596290974042e-07,8.700915077521088e-07,1.2540340799472341e-08,5.507408223822494e-09,serbia
5.014015429684611e-06,2.127854497927216e-05,1.621189366143346e-06,8.114146558994517e-05,8.871641387165615e-06,3.394973007024217e-05,0.0001561713650304,9.219103024383078e-05,sweden
5.105749866768128e-06,2.131110284419497e-05,1.7024638942172622e-06,8.14645744241145e-05,8.778722829685892e-06,3.399096557954453e-05,0.0001560738495799,9.218813524167976e-05,sweden
2.1113482304602207e-05,1.6974410662632747e-06,2.8720600480393234e-06,5.524160563151588e-07,7.28459451018157e-06,3.382864129233474e-07,1.3182567514374772e-05,1.794314301384979e-07,sweden
0.0004982035946977,0.0001199313083702,3.352298915136339e-06,1.1459152080605452e-05,7.88166853128015e-05,7.459682660121101e-07,6.217593217754218e-06,0.0005966274374511,russia
0.0004981714095552,0.0001200358763441,3.371115020277285e-06,1.1469342739956062e-05,7.878692909634042e-05,8.145871432196911e-07,6.327232741562967e-06,0.0005973336939407,russia
7.770779778767905e-05,9.005465833031857e-05,1.8943354220751496e-06,2.5955046760426528e-06,1.1463447868769844e-06,6.70915234036419e-06,1.1972079681440687e-06,8.991566026642553e-05,russia
2.703348332080834e-05,1.4755390883118276e-05,7.532281287595564e-08,2.0988215824897016e-05,2.7309391365545587e-08,5.37975712085518e-08,8.431952865861479e-06,1.6173969974819705e-05,cameroon
2.725627996020248e-05,1.488244145821085e-05,2.1166355487032027e-07,2.1387189082837976e-05,1.6139146965903353e-07,2.130032553900145e-07,8.645789350094346e-06,1.626602065997225e-05,cameroon
8.339660863616105e-06,1.2963763858261733e-06,5.555501958589206e-09,4.866980258563409e-06,1.5765095956028128e-08,9.961599521981377e-09,5.681273336086442e-07,1.4713723348664612e-05,cameroon
5.9374588751086094e-06,7.600732389286675e-07,8.145580509559758e-06,1.8782416744025378e-05,6.090800820343883e-05,1.036481196299083e-05,6.767496999716568e-08,3.005547212497165e-06,usa
5.935817429334839e-06,7.597730141517281e-07,8.145805300704368e-06,1.878379669415193e-05,6.091096650910808e-05,1.036535119113752e-05,6.767479572149385e-08,3.0054114674885303e-06,usa
4.2576781923712244e-07,2.423106202380939e-07,5.922155628024295e-06,9.861579651369587e-07,6.987720156602335e-06,2.120140763243552e-07,6.281874289399283e-08,5.10142704000915e-06,usa
6.0337340347699165e-06,1.0011595380594196e-05,2.1667545927070895e-05,2.4507630904122013e-05,3.561589890301845e-07,2.42052123808904e-06,1.4535409466766988e-05,2.569106645084216e-05,usa
6.966934261513922e-06,1.0739257154146411e-05,2.239832757706245e-05,2.586765463465307e-05,1.366778330520914e-06,3.255479357506017e-06,1.5561328505403983e-05,2.7494130291661284e-05,usa
1.4307933735883548e-05,3.724744787484714e-07,5.4354702111438656e-08,3.034629307010293e-06,2.566108001045033e-05,3.968107108477838e-05,5.113262262439622e-06,4.050789117306498e-06,usa
1.114157356473407e-05,2.2014653327810677e-07,4.197816295277975e-05,6.242192013840498e-05,1.3289823296132689e-05,6.5062359717222224e-06,7.101269029259285e-06,5.862652377965456e-05,usa
1.3966815336169268e-05,2.6528146268931134e-06,4.465091746250088e-05,6.629895277908457e-05,1.6144910188769362e-05,8.326922151033683e-06,9.36486568898396e-06,6.072799605892353e-05,usa
1.839200533499634e-05,2.2597128371673157e-06,2.644430025870595e-06,4.321569691315349e-05,7.402501105108847e-07,8.944484735609558e-08,2.8958166255546227e-06,3.508862263197227e-05,usa
7.698845897337309e-06,7.60348421895476e-06,2.5282285297650324e-06,6.580703326106232e-05,2.539641298471861e-05,1.978153266064376e-05,1.2223181308280463e-06,7.10321570170236e-07,usa
8.663615825736998e-06,8.511045980778415e-06,3.444445064978364e-06,6.800054629662706e-05,2.6107380463138485e-05,2.0635153209431885e-05,1.9067644641758336e-06,1.4169574013336938e-06,usa
7.027512802251201e-07,4.818855510917847e-07,1.3119865449161949e-06,1.5100120518470045e-06,4.329047060452597e-05,5.87793722891782e-06,3.159179339621161e-07,2.875463662786041e-06,usa
1.5929233585876908e-06,3.654027940869028e-06,4.3215731047864685e-05,0.0003756948602932,5.6770026363255205e-06,4.072951396409242e-06,8.074842932252465e-06,5.191694865202302e-06,usa
1.996885962731817e-06,3.918271500472922e-06,4.364414991565821e-05,0.0003760989477457,6.045207164639524e-06,4.471925130761372e-06,8.345818433464137e-06,5.578077507766147e-06,usa
4.107448729130613e-06,1.8806147217564288e-06,2.5898982373702163e-06,1.936793943981956e-05,3.57480423595342e-07,9.467648706176184e-05,1.3168497494752667e-05,5.66381244977878e-06,usa
2.669664244640663e-05,1.4584117156085255e-06,3.646920745164781e-06,1.378408351347767e-05,0.0004074448486198,9.47170126131308e-07,1.7654751458684914e-05,1.8154759726220003e-05,usa
2.726533549923501e-05,1.847094563448482e-06,4.208240096059218e-06,1.405340748681545e-05,0.0004073717382014,1.348690207255828e-06,1.7728810638843768e-05,1.843921240528143e-05,usa
1.037439074714138e-05,1.18184639813576e-06,3.932249418668616e-05,5.318486270391331e-07,2.683131957871057e-07,2.7411884395283605e-07,2.802611689258241e-05,7.273294403204943e-06,usa
8.357850726658469e-05,3.73412660578938e-05,1.0599154355603677e-07,2.4586177797055232e-06,7.238383924071716e-08,1.3573869793806644e-07,3.98363802370034e-05,3.001584288721059e-06,china
8.666425480920197e-05,3.957786941953356e-05,3.034286561975903e-06,5.493127738759897e-06,3.020531256132156e-06,3.4347175697086197e-06,4.273239123928529e-05,6.235211367996248e-06,china
8.776679420989205e-07,5.827231352362925e-06,1.9265142787303532e-08,2.6087488348421104e-08,1.949026085784624e-08,3.7750698876603206e-08,9.698782162805086e-06,3.2236170280339748e-06,china
0.0002277644957685,0.0133743513985763,4.668170533983924e-06,0.0016604785413978,2.2093530700997322e-07,0.0028559735789152,0.003484777125968,0.0002214262189616,spain
0.0002349467341359,0.0134148995043049,1.0944434288646824e-05,0.0016763511936326,7.010327486632475e-06,0.0028661911092077,0.0034931446085177,0.0002290426333972,spain
3.684193149934586e-05,0.0007537613881492,6.00252533869285e-08,2.593109429494911e-05,8.084077157876654e-07,0.0001320646059239,0.0004263247486225,0.0001242834905841,spain
3.798396780533712e-05,6.725741731084814e-07,5.923255159698152e-05,1.1257434053435182e-05,3.15493048306681e-05,6.955002068232182e-06,3.732531660834369e-06,1.058342956289244e-06,finland
3.879100083136999e-05,1.430146553220309e-06,5.99690835641022e-05,1.2156137366467397e-05,3.208966430945012e-05,7.828631022158309e-06,4.432340235689277e-06,1.9144343933674577e-06,finland
1.2615863782295428e-06,5.8468468502457795e-08,1.1664486095552784e-05,6.786415550492518e-07,2.350679726190893e-05,5.868843660343496e-06,2.438977698479137e-06,8.632715338742595e-06,finland
4.0688257752770805e-06,1.714641706728675e-07,1.0182503228394322e-06,1.8150579890473838e-07,2.9789053881969424e-06,0.0005809205292557,0.0003231100714859,1.353673186148396e-05,usa
4.147429937981405e-06,2.850078876534732e-07,1.0970726115251362e-06,3.0484721393662826e-07,3.121361680271584e-06,0.0005826861312284,0.0003230809106737,1.3644184163891163e-05,usa
1.7521226594867789e-06,2.1685913515594995e-06,8.454375028813346e-07,4.38990316867213e-06,3.281366607224488e-07,2.624399566719602e-07,3.24606897036243e-05,1.5294118625983485e-07,usa
0.0003358427737435,4.6055314697388014e-05,9.460164643585088e-05,1.5819670202230432e-05,4.648924247918303e-06,9.104006780273986e-07,2.0175577299074724e-07,0.0002390392734836,taiwan
0.0003355916414166,4.615013105085059e-05,9.48882667384535e-05,1.5730086066882954e-05,4.709649792909638e-06,9.719074670766023e-07,2.568474901112114e-07,0.0002389290585858,taiwan
1.2084868214570868e-05,1.004341697180736e-05,6.743203447834358e-06,7.650279934697514e-08,9.987878221712268e-06,5.795811917988186e-05,5.739296457250433e-08,3.601738302986957e-05,taiwan
4.655789918089824e-07,7.025448023669304e-08,5.153606111478761e-06,3.34260650820391e-07,1.0925915807251784e-06,3.378299952406353e-05,0.0013469076869896,2.948504156953054e-06,germany
5.050459109920652e-07,1.134187226591489e-07,5.209839464612877e-06,3.6082253263748525e-07,1.112624433479066e-06,3.3865993553843475e-05,0.0013465807506866,2.9574545929689287e-06,germany
1.824815176029579e-07,6.146485100771718e-07,2.060816865554208e-06,4.434106063755622e-07,2.752944068144328e-06,4.026027012925649e-05,6.050462762718784e-06,4.136633330791931e-08,germany
0.0004925606093145,0.0017759847168456,1.4982298697508e-05,1.3408494995706334e-05,1.6803112347841528e-05,9.706030621054616e-05,2.421520008666372e-05,0.0002105912834304,finland
0.0004985538876164,0.0017841167808381,1.679408194893551e-05,1.6182267774093553e-05,1.9809254133710755e-05,9.69580938307692e-05,2.705582806923168e-05,0.0002144256550366,finland
4.029037086570569e-06,0.0006777430487002,2.0570665147498224e-06,1.0492119613220162e-06,3.94296269629652e-06,0.0010632389204952,7.308933103535606e-05,1.8026619373564812e-06,finland
1.6930291307313804e-05,2.2803269846682365e-05,1.1588639830174831e-05,0.0001192860617558,6.021304389123464e-05,6.416708222518627e-06,1.0066539623921705e-07,4.719313342422577e-06,south africa
1.8219813580919356e-05,2.409775440571331e-05,1.2808436731950051e-05,0.0001200710615551,6.241441217263108e-05,7.632861494127259e-06,1.634118939914061e-06,6.465690463950766e-06,south africa
7.840398253339941e-06,1.3728592122667905e-06,2.558476020469432e-05,9.910754455329712e-07,4.632167786131551e-05,3.792712277319637e-06,3.9853730349382556e-08,2.2781847029298583e-05,south africa
1.846164579757819e-07,1.8628381351905687e-05,1.940136265424089e-07,1.542392650386985e-05,3.2583535751763465e-05,9.943297705966612e-08,2.6277406778758825e-05,2.492852127530782e-07,south korea
1.973731961970724e-07,1.862135509385513e-05,2.0789543138628697e-07,1.5393395254768385e-05,3.24860511756901e-05,1.0552914675294138e-07,2.627732013136733e-05,2.6128760131342004e-07,south korea
6.31687332113099e-08,1.9375730447707426e-07,2.487863583855078e-06,7.901378167426574e-07,7.976988096853784e-07,8.774207612531124e-09,5.612834847971031e-06,1.3714931331735125e-07,south korea
4.83088901542322e-06,1.1646616864631427e-05,3.916867746707796e-05,2.3424917332484907e-06,3.674276305711352e-06,0.0001227389086818,1.7842933714838812e-07,4.076435865305512e-06,australia
5.3186250530393205e-06,1.2086890712333706e-05,3.952230173371242e-05,2.691640562676688e-06,4.088822498730125e-06,0.0001235751695573,5.620366220973177e-07,4.6480757932899065e-06,australia
4.1235070192036097e-07,1.4422701813188665e-06,2.98953438864284e-06,8.218435820675418e-07,8.03188960490475e-05,3.328179185183282e-06,1.1796177310566641e-07,1.4935951150439186e-06,australia
6.628480704975349e-07,4.246539672423172e-06,0.0001132509256348,3.7553507690007417e-06,2.6558072009930048e-05,9.789123294577309e-07,2.5604844646226173e-06,4.534424091212597e-06,india
8.989818635118215e-07,4.550713353909596e-06,0.0001127766526561,4.109396383939009e-06,2.698221059186143e-05,1.1426942822785695e-06,2.856770346057124e-06,4.872009440762472e-06,india
2.804963113391252e-06,1.360134341200818e-06,1.2497116913470749e-05,1.4472054868504898e-07,7.560104778803595e-08,3.213625753670981e-07,2.941237876190887e-07,1.994218981523753e-06,india
1.6536435436399407e-05,2.5197122226564346e-05,1.9401819102011664e-05,3.199861776380898e-05,3.4841678719490785e-06,0.0006481818871795,3.575931882191641e-07,5.386821884051813e-07,canada
1.7520916949849338e-05,2.547066666599465e-05,2.02985248263781e-05,3.283251290804359e-05,4.34138960701227e-06,0.0006464291741232,9.687263395318288e-07,1.222325082294986e-06,canada
4.931545533016128e-06,9.401279807413848e-08,2.3176583452007775e-07,8.314292375399063e-08,7.837476963527436e-07,2.836252606446492e-05,3.7709957169870095e-06,3.433793328526628e-05,canada
5.481576750906043e-05,6.957023937551138e-05,0.0077291332440526,0.0010492457592844,0.0050781133925742,0.0001501651368273,3.544473013519574e-06,7.42067796475785e-05,usa
5.707851746302023e-05,7.405303467350376e-05,0.0077405768729981,0.0010532948548145,0.0050921438036258,0.0001544931822558,6.421206216982547e-06,7.55622975748025e-05,usa
4.502333890403728e-06,5.936915713470932e-06,0.0015741655278887,0.0002878440493935,2.061297686244701e-06,4.339453623492628e-05,2.610881017957332e-06,4.153318244017043e-06,usa
0.0002654064271995,0.0010046667576079,4.874779144263578e-06,0.0001108383180732,1.9359932618639632e-05,0.0014866172204303,2.232071414411069e-05,0.0002687367270507,ghana
0.0002654639650152,0.0010051429388768,4.867549295226561e-06,0.0001110937918989,1.9396797709714028e-05,0.0014867342849032,2.2330130362923427e-05,0.0002688338231437,ghana
1.678308738337811e-05,0.000192000344176,2.0313594232937256e-06,3.919045969770966e-06,1.985642719642606e-06,7.648020452150568e-06,1.0643636944708183e-05,5.109902965105687e-06,ghana
2.860278065684463e-05,8.39200696722736e-06,0.0008447298850583,0.0001734366093031,3.008748258953563e-05,8.498956552297095e-06,2.147286095277474e-06,1.5231252185515272e-05,france
2.9691027108593854e-05,9.849755075439604e-06,0.0008489625103835,0.0001734417226398,3.169303530978712e-05,1.0456705476846544e-05,3.659036799182779e-06,1.6552255019091947e-05,france
3.5743945432026165e-05,3.4840954087392777e-06,5.396541535560467e-06,2.17245598916039e-06,9.560125097780904e-07,1.87757774372088e-06,1.5546693968096954e-06,0.0001113321645561,france
1.372194399158045e-05,5.315620055649994e-06,1.2418881910679742e-05,2.9251762374742358e-05,0.0002540009812866,0.0002058888805792,0.000790046336466,0.0002064425798892,macedonia
2.1287352272473044e-05,1.3989480922219496e-05,2.0779714561278222e-05,3.650731377930471e-05,0.000259969858878,0.0002175524817901,0.000796455520968,0.0002107653612432,macedonia
2.335058687305173e-05,0.0001257527933163,8.118982329527593e-05,2.619819271022131e-06,5.9391933493542056e-05,7.600270382826448e-05,5.354100622916946e-06,7.870034577047921e-07,macedonia
5.925249471004724e-05,0.000282878578667,0.0008331945547463,0.0192683681208968,0.0006492082273012,1.6186501177753843e-05,4.263464307026977e-05,4.925585782479576e-05,usa
5.929800942206585e-05,0.0002829448615707,0.0008330945881779,0.0192710053997557,0.0006492866167071,1.641352310777096e-05,4.267336366254919e-05,4.924390864942111e-05,usa
0.000128692097403,9.448228989729636e-05,0.0001894190865194,0.0008288278085259,0.0002199946364688,1.6495880155172053e-05,9.13983488895681e-06,0.0036449449863058,usa
3.925817864848198e-06,4.697093657925248e-06,6.88646613857345e-06,1.9105889220266856e-06,3.243919814092842e-06,5.1898070446043527e-05,4.0566471661752336e-05,1.0223115815171665e-06,france
4.094940771434637e-06,4.960522216786385e-06,7.076612092401089e-06,2.055428953130308e-06,3.462689825976771e-06,5.201478541678675e-05,4.057679105629592e-05,1.2973677156747343e-06,france
3.031963472883313e-06,4.930458240852535e-07,1.1292271610582592e-06,2.7361422427367724e-07,1.456328298065003e-05,3.759276771097756e-06,1.4442004903216355e-06,1.3004541351565617e-05,france
3.752118931700561e-06,1.946700468613035e-06,5.267293662240606e-06,2.5196348170449465e-06,2.04017078876214e-07,7.963005843888281e-07,4.389297663990848e-07,4.678917720141124e-06,japan
1.0650121732236018e-05,8.50642942913882e-06,1.1829994131012856e-05,7.943311373513462e-06,6.306931497076259e-06,7.245192922292071e-06,6.411318002812172e-06,1.0068305632628165e-05,japan
4.782302853472259e-07,5.047226435161678e-07,3.6718769596406514e-08,1.366625220465424e-06,6.977485318884948e-07,2.679240192210971e-07,1.5528896016451052e-07,1.296183297875978e-07,japan
0.0004201273933592,3.159545910837551e-06,0.0002163729074149,2.021694324932987e-05,2.2109627119439065e-05,1.8566057384837172e-06,3.064537175900658e-05,0.0004052555721637,greece
0.0004230868548266,4.794322067254049e-06,0.0002183606475472,2.0515773754080257e-05,2.272459218603055e-05,3.165236897592261e-06,3.1973165889875364e-05,0.0004076052326783,greece
8.660326858385714e-05,7.183840678584432e-05,4.520319020576153e-07,4.49983350883556e-07,3.908060652147897e-05,2.356853546232014e-07,3.342180628388179e-05,2.4414470963278637e-05,greece
0.0005181096557829,1.684114394757097e-05,4.5838904283173145e-06,0.0002129400209882,3.732779301106576e-06,0.000122013329601,0.0001582567553192,0.0001335482010878,mexico
0.0005171365279806,1.7007139291254195e-05,4.75944611770027e-06,0.0002138161348714,3.849498213102508e-06,0.0001230503025384,0.0001582558337559,0.0001333502476296,mexico
4.37956897261585e-06,3.1504928533938648e-06,1.7291226941255627e-06,1.8571706566477705e-05,1.800101542669308e-08,0.0002979861354313,2.5674964332361548e-05,0.0001678658118863,mexico
3.7363885776325546e-05,1.8660588411844769e-06,3.6368953287338445e-07,5.589943773235413e-05,2.8963818483454183e-05,8.6449927762967e-07,3.8091923596414224e-05,9.6991536253486e-05,australia
3.762860743243332e-05,1.982168782412933e-06,4.586833700736646e-07,5.559287481233412e-05,2.891616902615001e-05,9.732327476626817e-07,3.7947106466229226e-05,9.696677501767492e-05,australia
5.128578420196427e-05,5.183385312090118e-07,3.5491506861786963e-06,2.114305008902492e-06,4.931196709196665e-07,2.674499681319614e-06,3.411766075980301e-06,5.4601155657096026e-05,australia
2.241635429158014e-07,3.005732650393892e-07,8.426678153589373e-08,4.115778656946566e-06,1.2096749877485855e-06,3.078727796188846e-05,7.397836151983073e-05,3.99606139427636e-06,india
5.850541722227695e-07,6.171043135292328e-07,4.102590609515341e-07,4.315303771495671e-06,1.4978595562041749e-06,3.052149565923397e-05,7.440572752374382e-05,4.238373731588148e-06,india
1.4603506234755029e-06,1.8134792130497608e-06,1.3662467362792506e-07,2.167053487841379e-07,1.6491728679879343e-06,3.275540227345775e-07,4.205925278682458e-07,1.1782938175578525e-07,india
3.183020716879495e-08,4.597671166880522e-08,1.07633257957481e-05,1.3528260285858996e-07,2.2763359424673524e-06,5.174765383996811e-07,8.708958592350227e-08,1.4294884954247277e-07,singapore
2.0329313272906868e-06,1.8882410024621637e-06,1.3126835712145715e-05,2.3411215570180355e-06,4.3072210828241165e-06,2.6859687664286298e-06,2.1731958229155826e-06,2.302908489762884e-06,singapore
2.6207171687526634e-08,1.3382964227280802e-08,4.166445567945231e-06,2.063992619481281e-07,3.3650155979121263e-06,3.012504859564501e-05,6.816194083645774e-09,1.4713978414027754e-08,singapore
8.331948633805741e-07,4.694724944412013e-06,1.925111183115171e-05,0.0005360066362636,9.243716071462208e-06,3.7400816818233673e-07,3.3928060190836524e-06,1.159260854173642e-06,usa
